enrichment_type,subtype,retrieval_method,strategy,metric,mean,median,std,min,max,count
question_types,How-To,bm25,rewrite,R@5,0.2418749999975,0.0,0.34802025732335345,0.0,1.0,80
question_types,How-To,bm25,rewrite,R@10,0.33291666666749997,0.225,0.3779243686403895,0.0,1.0,80
question_types,How-To,bm25,rewrite,nDCG@1,0.1625,0.0,0.3712363878934856,0.0,1.0,80
question_types,How-To,bm25,rewrite,nDCG@3,0.191254691585,0.0,0.32810011076311124,0.0,1.0,80
question_types,How-To,bm25,rewrite,nDCG@5,0.20881640389625,0.0,0.3178398740700493,0.0,1.0,80
question_types,How-To,bm25,rewrite,nDCG@10,0.244396271345,0.11518062305,0.3141483620246137,0.0,1.0,80
question_types,How-To,bm25,questions,R@1,0.0545833333325,0.0,0.16060659888552947,0.0,1.0,80
question_types,How-To,bm25,questions,R@3,0.1277083333325,0.0,0.28263059724778117,0.0,1.0,80
question_types,How-To,bm25,questions,R@5,0.172916666665,0.0,0.3358907694491563,0.0,1.0,80
question_types,How-To,bm25,questions,R@10,0.23104166666625,0.0,0.3664435814458965,0.0,1.0,80
question_types,How-To,bm25,questions,nDCG@1,0.1375,0.0,0.34654716375821165,0.0,1.0,80
question_types,How-To,bm25,questions,nDCG@3,0.1395606479675,0.0,0.3040299280869444,0.0,1.0,80
question_types,How-To,bm25,questions,nDCG@5,0.15098120634875,0.0,0.30036329069351203,0.0,1.0,80
question_types,How-To,bm25,questions,nDCG@10,0.17549118469875,0.0,0.30565835137533776,0.0,1.0,80
question_types,How-To,bge,lastturn,R@1,0.13041666666374999,0.0,0.22292605662323584,0.0,1.0,80
question_types,How-To,bge,lastturn,R@3,0.2743749999975,0.0,0.37606804070268646,0.0,1.0,80
question_types,How-To,bge,lastturn,R@5,0.356785714285,0.225,0.39415654469879036,0.0,1.0,80
question_types,How-To,bge,lastturn,R@10,0.47282738095,0.36666666665000003,0.4192516377152704,0.0,1.0,80
question_types,How-To,bge,lastturn,nDCG@1,0.325,0.0,0.4713299255661338,0.0,1.0,80
question_types,How-To,bge,lastturn,nDCG@3,0.29321367243625,0.0,0.37881945603450834,0.0,1.0,80
question_types,How-To,bge,lastturn,nDCG@5,0.31961277971125,0.2080468056,0.3577392108744064,0.0,1.0,80
question_types,How-To,bge,lastturn,nDCG@10,0.36859799595875,0.30608278545,0.35737834120093,0.0,1.0,80
question_types,How-To,bge,rewrite,R@1,0.16958333333,0.0,0.26522255336168793,0.0,1.0,80
question_types,How-To,bge,rewrite,R@3,0.30083333333,0.1,0.3746719146145141,0.0,1.0,80
question_types,How-To,bge,rewrite,R@5,0.37874999999875,0.29166666664999996,0.3909217262613129,0.0,1.0,80
question_types,How-To,bge,rewrite,R@10,0.498660714285,0.5,0.39778601017191134,0.0,1.0,80
question_types,How-To,bge,rewrite,nDCG@1,0.375,0.0,0.4871773518462232,0.0,1.0,80
question_types,How-To,bge,rewrite,nDCG@3,0.32233872237375,0.1173196815,0.38129521194882077,0.0,1.0,80
question_types,How-To,bge,rewrite,nDCG@5,0.35248310696125,0.26663981189999997,0.3722510636063144,0.0,1.0,80
question_types,How-To,bge,rewrite,nDCG@10,0.4046081183325,0.31508014669999995,0.3644899742061632,0.0,1.0,80
question_types,How-To,bge,questions,R@1,0.06291666666625,0.0,0.1580465980162102,0.0,0.5,80
question_types,How-To,bge,questions,R@3,0.16895833333125,0.0,0.3317445655174494,0.0,1.0,80
question_types,How-To,bge,questions,R@5,0.22104166666375,0.0,0.37196728443287347,0.0,1.0,80
question_types,How-To,bge,questions,R@10,0.2812499999975,0.0,0.39474728870697573,0.0,1.0,80
question_types,How-To,bge,questions,nDCG@1,0.15,0.0,0.3593242603145979,0.0,1.0,80
question_types,How-To,bge,questions,nDCG@3,0.1677333335875,0.0,0.328457098080438,0.0,1.0,80
question_types,How-To,bge,questions,nDCG@5,0.1864204886675,0.0,0.32383457735139304,0.0,1.0,80
question_types,How-To,bge,questions,nDCG@10,0.21316119513625,0.0,0.33019184536989765,0.0,1.0,80
question_types,Explanation,elser,lastturn,R@1,0.18614864864391892,0.0,0.2788147662821796,0.0,1.0,148
question_types,Explanation,elser,lastturn,R@3,0.3684684684675676,0.3333333333,0.36095392603237597,0.0,1.0,148
question_types,Explanation,elser,lastturn,R@5,0.45051480051621623,0.5,0.3894937094057594,0.0,1.0,148
question_types,Explanation,elser,lastturn,R@10,0.5747908622918919,0.6666666667,0.4109379356678459,0.0,1.0,148
question_types,Explanation,elser,lastturn,nDCG@1,0.3918918918918919,0.0,0.48983039040302795,0.0,1.0,148
question_types,Explanation,elser,lastturn,nDCG@3,0.37684896722364863,0.3065735964,0.3657496979928607,0.0,1.0,148
question_types,Explanation,elser,lastturn,nDCG@5,0.41055530618513514,0.3868528072,0.36497144817331983,0.0,1.0,148
question_types,Explanation,elser,lastturn,nDCG@10,0.4657252737168919,0.45594309265,0.363227486047233,0.0,1.0,148
question_types,Explanation,elser,rewrite,R@1,0.1874999999945946,0.0,0.253895388849696,0.0,1.0,148
question_types,Explanation,elser,rewrite,R@3,0.39387065636891894,0.3333333333,0.3562767915220731,0.0,1.0,148
question_types,Explanation,elser,rewrite,R@5,0.49161840411959457,0.5,0.3660238486623721,0.0,1.0,148
question_types,Explanation,elser,rewrite,R@10,0.6159588159608108,0.6666666667,0.3670841274003349,0.0,1.0,148
question_types,Explanation,elser,rewrite,nDCG@1,0.4391891891891892,0.0,0.49797346255211317,0.0,1.0,148
question_types,Explanation,elser,rewrite,nDCG@3,0.41135197568986487,0.3868528072,0.356608547973848,0.0,1.0,148
question_types,Explanation,elser,rewrite,nDCG@5,0.44988677775945946,0.469278726,0.34396240123940075,0.0,1.0,148
question_types,Explanation,elser,rewrite,nDCG@10,0.5051120983966216,0.5306911296500001,0.3372645588417516,0.0,1.0,148
question_types,Explanation,elser,questions,R@1,0.10236486486283784,0.0,0.2196421377790576,0.0,1.0,148
question_types,Explanation,elser,questions,R@3,0.19538288288243244,0.0,0.3236450384409684,0.0,1.0,148
question_types,Explanation,elser,questions,R@5,0.23581081081081082,0.0,0.3489015527612584,0.0,1.0,148
question_types,Explanation,elser,questions,R@10,0.3405405405412162,0.0,0.40194708534862567,0.0,1.0,148
question_types,Explanation,elser,questions,nDCG@1,0.22297297297297297,0.0,0.41765373064340394,0.0,1.0,148
question_types,Explanation,elser,questions,nDCG@3,0.20558216833243242,0.0,0.3364593223547793,0.0,1.0,148
question_types,Explanation,elser,questions,nDCG@5,0.21998738559662162,0.0,0.33927785501951496,0.0,1.0,148
question_types,Explanation,elser,questions,nDCG@10,0.26451722727567567,0.0,0.3492174395616873,0.0,1.0,148
question_types,Explanation,bm25,lastturn,R@1,0.04493243243040541,0.0,0.11934342271464661,0.0,0.5,148
question_types,Explanation,bm25,lastturn,R@3,0.1606981981972973,0.0,0.27521042684661406,0.0,1.0,148
question_types,Explanation,bm25,lastturn,R@5,0.2058558558554054,0.0,0.3036616104153418,0.0,1.0,148
question_types,Explanation,bm25,lastturn,R@10,0.3165057915054054,0.0,0.38373916532141855,0.0,1.0,148
question_types,Explanation,bm25,lastturn,nDCG@1,0.13513513513513514,0.0,0.3430287001072367,0.0,1.0,148
question_types,Explanation,bm25,lastturn,nDCG@3,0.15682308134189188,0.0,0.26724590297375656,0.0,1.0,148
question_types,Explanation,bm25,lastturn,nDCG@5,0.17504628065,0.0,0.2669860150375283,0.0,1.0,148
question_types,Explanation,bm25,lastturn,nDCG@10,0.22112181576148648,0.0,0.28466026769324343,0.0,1.0,148
question_types,Explanation,bm25,rewrite,R@1,0.04605855855675676,0.0,0.12281901534329623,0.0,0.5,148
question_types,Explanation,bm25,rewrite,R@3,0.16914414414324325,0.0,0.2782922550722622,0.0,1.0,148
question_types,Explanation,bm25,rewrite,R@5,0.2356981981972973,0.0,0.3136959963701411,0.0,1.0,148
question_types,Explanation,bm25,rewrite,R@10,0.3559202059195946,0.3333333333,0.379194344676549,0.0,1.0,148
question_types,Explanation,bm25,rewrite,nDCG@1,0.13513513513513514,0.0,0.3430287001072367,0.0,1.0,148
question_types,Explanation,bm25,rewrite,nDCG@3,0.16493663533513514,0.0,0.2749150037901276,0.0,1.0,148
question_types,Explanation,bm25,rewrite,nDCG@5,0.19111014539797297,0.0,0.2660563230461747,0.0,1.0,148
question_types,Explanation,bm25,rewrite,nDCG@10,0.24042196016283784,0.1772392868,0.2765917756426205,0.0,1.0,148
question_types,Explanation,bm25,questions,R@1,0.044594594592567566,0.0,0.11519506306451816,0.0,0.5,148
question_types,Explanation,bm25,questions,R@3,0.14245495495472973,0.0,0.2675109541328925,0.0,1.0,148
question_types,Explanation,bm25,questions,R@5,0.18907657657635135,0.0,0.29912136916767706,0.0,1.0,148
question_types,Explanation,bm25,questions,R@10,0.2461229086222973,0.0,0.34578587513642367,0.0,1.0,148
question_types,Explanation,bm25,questions,nDCG@1,0.14189189189189189,0.0,0.350124081700863,0.0,1.0,148
question_types,Explanation,bm25,questions,nDCG@3,0.1440552525662162,0.0,0.26247697794399716,0.0,1.0,148
question_types,Explanation,bm25,questions,nDCG@5,0.16117273914121621,0.0,0.2612137566244635,0.0,1.0,148
question_types,Explanation,bm25,questions,nDCG@10,0.18511395999324323,0.0,0.2736513841920535,0.0,1.0,148
question_types,Explanation,bge,lastturn,R@1,0.13637387387027028,0.0,0.2398667206915724,0.0,1.0,148
question_types,Explanation,bge,lastturn,R@3,0.2774774774756757,0.0,0.3444839319689297,0.0,1.0,148
question_types,Explanation,bge,lastturn,R@5,0.33018018017837836,0.3333333333,0.35124415167877515,0.0,1.0,148
question_types,Explanation,bge,lastturn,R@10,0.45,0.5,0.38758609118779963,0.0,1.0,148
question_types,Explanation,bge,lastturn,nDCG@1,0.30405405405405406,0.0,0.461567630288771,0.0,1.0,148
question_types,Explanation,bge,lastturn,nDCG@3,0.2865923596466216,0.0,0.34817014429583515,0.0,1.0,148
question_types,Explanation,bge,lastturn,nDCG@5,0.30683313579189186,0.234639363,0.3365811724193995,0.0,1.0,148
question_types,Explanation,bge,lastturn,nDCG@10,0.35785047899256756,0.2800750168,0.34091994976040135,0.0,1.0,148
question_types,Explanation,bge,rewrite,R@1,0.16024774774324324,0.0,0.2527963311939661,0.0,1.0,148
question_types,Explanation,bge,rewrite,R@3,0.3083333333324324,0.25,0.3488643707920284,0.0,1.0,148
question_types,Explanation,bge,rewrite,R@5,0.3859234234222973,0.3333333333,0.35420331456856563,0.0,1.0,148
question_types,Explanation,bge,rewrite,R@10,0.5078828828824324,0.5,0.3886496475629732,0.0,1.0,148
question_types,Explanation,bge,rewrite,nDCG@1,0.3581081081081081,0.0,0.4810721463583592,0.0,1.0,148
question_types,Explanation,bge,rewrite,nDCG@3,0.32457338566216215,0.234639363,0.35257997661574797,0.0,1.0,148
question_types,Explanation,bge,rewrite,nDCG@5,0.3560333980209459,0.296081911,0.33852802881074257,0.0,1.0,148
question_types,Explanation,bge,rewrite,nDCG@10,0.4098478573114865,0.3868528072,0.3404309351638732,0.0,1.0,148
question_types,Explanation,bge,questions,R@1,0.07308558558445946,0.0,0.17068316389065366,0.0,1.0,148
question_types,Explanation,bge,questions,R@3,0.1411036036027027,0.0,0.2611129121900174,0.0,1.0,148
question_types,Explanation,bge,questions,R@5,0.20056306306081081,0.0,0.3000215130891969,0.0,1.0,148
question_types,Explanation,bge,questions,R@10,0.26531531531486485,0.0,0.36647858252618953,0.0,1.0,148
question_types,Explanation,bge,questions,nDCG@1,0.18243243243243243,0.0,0.3875118986483422,0.0,1.0,148
question_types,Explanation,bge,questions,nDCG@3,0.15227608836554055,0.0,0.2719920430052172,0.0,1.0,148
question_types,Explanation,bge,questions,nDCG@5,0.1780153134216216,0.0,0.2735732019991961,0.0,1.0,148
question_types,Explanation,bge,questions,nDCG@10,0.20708781751081082,0.0,0.29608204020862394,0.0,1.0,148
question_types,Opinion,elser,lastturn,R@1,0.1560416666625,0.0,0.24699663967841326,0.0,1.0,80
question_types,Opinion,elser,lastturn,R@3,0.31333333332875,0.3333333333,0.32225689711154454,0.0,1.0,80
question_types,Opinion,elser,lastturn,R@5,0.4079166666675,0.45,0.3659657185791044,0.0,1.0,80
question_types,Opinion,elser,lastturn,R@10,0.48645833333375,0.5,0.409719242403958,0.0,1.0,80
question_types,Opinion,elser,lastturn,nDCG@1,0.3625,0.0,0.48375509024895247,0.0,1.0,80
question_types,Opinion,elser,lastturn,nDCG@3,0.34688521737625,0.296081911,0.3528993395474696,0.0,1.0,80
question_types,Opinion,elser,lastturn,nDCG@5,0.3810927349125,0.3013277537,0.3549572147079724,0.0,1.0,80
question_types,Opinion,elser,lastturn,nDCG@10,0.41719474161375,0.3852509731,0.3686772860186505,0.0,1.0,80
question_types,Opinion,elser,rewrite,R@1,0.18729166666125,0.0,0.2588822091998019,0.0,1.0,80
question_types,Opinion,elser,rewrite,R@3,0.346249999995,0.3333333333,0.33353343150330506,0.0,1.0,80
question_types,Opinion,elser,rewrite,R@5,0.4621875,0.5,0.3645820675114373,0.0,1.0,80
question_types,Opinion,elser,rewrite,R@10,0.577708333335,0.63333333335,0.3834566280359338,0.0,1.0,80
question_types,Opinion,elser,rewrite,nDCG@1,0.45,0.0,0.5006325113218328,0.0,1.0,80
question_types,Opinion,elser,rewrite,nDCG@3,0.3945411117025,0.42806576659999995,0.3495562084930876,0.0,1.0,80
question_types,Opinion,elser,rewrite,nDCG@5,0.438744656135,0.469278726,0.3427739146803862,0.0,1.0,80
question_types,Opinion,elser,rewrite,nDCG@10,0.48886759982375,0.54174430975,0.33890044092484006,0.0,1.0,80
question_types,Opinion,elser,questions,R@1,0.09937499999624999,0.0,0.21235475303713738,0.0,1.0,80
question_types,Opinion,elser,questions,R@3,0.1899999999975,0.0,0.32422795890977085,0.0,1.0,80
question_types,Opinion,elser,questions,R@5,0.25250000000125,0.0,0.38398037485203934,0.0,1.0,80
question_types,Opinion,elser,questions,R@10,0.312395833335,0.0,0.4038927880412279,0.0,1.0,80
question_types,Opinion,elser,questions,nDCG@1,0.225,0.0,0.42021694216322675,0.0,1.0,80
question_types,Opinion,elser,questions,nDCG@3,0.197682728175,0.0,0.32175047341216834,0.0,1.0,80
question_types,Opinion,elser,questions,nDCG@5,0.22786653534375,0.0,0.34632102523835906,0.0,1.0,80
question_types,Opinion,elser,questions,nDCG@10,0.2534047574125,0.0,0.34645997744340806,0.0,1.0,80
question_types,Opinion,bm25,lastturn,R@1,0.09687499999875,0.0,0.2152108466327912,0.0,1.0,80
question_types,Opinion,bm25,lastturn,R@3,0.14416666666375,0.0,0.2659021213049914,0.0,1.0,80
question_types,Opinion,bm25,lastturn,R@5,0.2039583333325,0.0,0.3197797649975548,0.0,1.0,80
question_types,Opinion,bm25,lastturn,R@10,0.251875,0.0,0.354258737103356,0.0,1.0,80
question_types,Opinion,bm25,lastturn,nDCG@1,0.2125,0.0,0.4116576554814154,0.0,1.0,80
question_types,Opinion,bm25,lastturn,nDCG@3,0.16383310754375,0.0,0.2828890429421407,0.0,1.0,80
question_types,Opinion,bm25,lastturn,nDCG@5,0.18996648241625,0.0,0.29447627792744413,0.0,1.0,80
question_types,Opinion,bm25,lastturn,nDCG@10,0.20967167574875,0.0,0.30431874370758,0.0,1.0,80
question_types,Opinion,bm25,rewrite,R@1,0.1218749999975,0.0,0.240115328446953,0.0,1.0,80
question_types,Opinion,bm25,rewrite,R@3,0.18895833333,0.0,0.3002336613473873,0.0,1.0,80
question_types,Opinion,bm25,rewrite,R@5,0.24249999999875,0.0,0.340904521984079,0.0,1.0,80
question_types,Opinion,bm25,rewrite,R@10,0.29458333333375,0.0,0.3792042801415483,0.0,1.0,80
question_types,Opinion,bm25,rewrite,nDCG@1,0.2625,0.0,0.4427689056352855,0.0,1.0,80
question_types,Opinion,bm25,rewrite,nDCG@3,0.20921972946375,0.0,0.3076966448558056,0.0,1.0,80
question_types,Opinion,bm25,rewrite,nDCG@5,0.23083333870625,0.0,0.3158896488284197,0.0,1.0,80
question_types,Opinion,bm25,rewrite,nDCG@10,0.25258470075875,0.0,0.3276010886586448,0.0,1.0,80
question_types,Opinion,bm25,questions,R@1,0.05312499999875,0.0,0.14047572753781828,0.0,0.5,80
question_types,Opinion,bm25,questions,R@3,0.11354166666625,0.0,0.2456526905498033,0.0,1.0,80
question_types,Opinion,bm25,questions,R@5,0.157291666665,0.0,0.2818943821472591,0.0,1.0,80
question_types,Opinion,bm25,questions,R@10,0.21510416666499999,0.0,0.31700818179424867,0.0,1.0,80
question_types,Opinion,bm25,questions,nDCG@1,0.1375,0.0,0.34654716375821165,0.0,1.0,80
question_types,Opinion,bm25,questions,nDCG@3,0.12044028962,0.0,0.2524468819885174,0.0,1.0,80
question_types,Opinion,bm25,questions,nDCG@5,0.143200916375,0.0,0.26318664200967457,0.0,1.0,80
question_types,Opinion,bm25,questions,nDCG@10,0.1664728595525,0.0,0.26916399715620554,0.0,1.0,80
question_types,Opinion,bge,lastturn,R@1,0.12958333333,0.0,0.22429723033769663,0.0,1.0,80
question_types,Opinion,bge,lastturn,R@3,0.24604166666375,0.0,0.31411075731782173,0.0,1.0,80
question_types,Opinion,bge,lastturn,R@5,0.30687499999875,0.25,0.3483201979049862,0.0,1.0,80
question_types,Opinion,bge,lastturn,R@10,0.4097916666675,0.3333333333,0.3862409790324919,0.0,1.0,80
question_types,Opinion,bge,lastturn,nDCG@1,0.3125,0.0,0.4664368029425214,0.0,1.0,80
question_types,Opinion,bge,lastturn,nDCG@3,0.27290611908375,0.0,0.32260487670403654,0.0,1.0,80
question_types,Opinion,bge,lastturn,nDCG@5,0.2941164745725,0.234639363,0.32689239430921546,0.0,1.0,80
question_types,Opinion,bge,lastturn,nDCG@10,0.339672769515,0.296081911,0.3351202023317289,0.0,1.0,80
question_types,Opinion,bge,rewrite,R@1,0.13999999999624999,0.0,0.2382926848545972,0.0,1.0,80
question_types,Opinion,bge,rewrite,R@3,0.30229166666375,0.25,0.3366265981726414,0.0,1.0,80
question_types,Opinion,bge,rewrite,R@5,0.35843749999625,0.3333333333,0.34617533988885857,0.0,1.0,80
question_types,Opinion,bge,rewrite,R@10,0.45604166666625,0.5,0.3699055620374799,0.0,1.0,80
question_types,Opinion,bge,rewrite,nDCG@1,0.3375,0.0,0.47584036255125667,0.0,1.0,80
question_types,Opinion,bge,rewrite,nDCG@3,0.32056201340875,0.296081911,0.3336624133631629,0.0,1.0,80
question_types,Opinion,bge,rewrite,nDCG@5,0.338485147965,0.296081911,0.3251390605849253,0.0,1.0,80
question_types,Opinion,bge,rewrite,nDCG@10,0.3825079876375,0.38235416135,0.32589093110400236,0.0,1.0,80
question_types,Opinion,bge,questions,R@1,0.08437499999624999,0.0,0.20260858160473197,0.0,1.0,80
question_types,Opinion,bge,questions,R@3,0.151041666665,0.0,0.3009285179672524,0.0,1.0,80
question_types,Opinion,bge,questions,R@5,0.22072916666625,0.0,0.3622407258210552,0.0,1.0,80
question_types,Opinion,bge,questions,R@10,0.297291666665,0.0,0.4039837116908948,0.0,1.0,80
question_types,Opinion,bge,questions,nDCG@1,0.1875,0.0,0.39277493797177815,0.0,1.0,80
question_types,Opinion,bge,questions,nDCG@3,0.1584592056075,0.0,0.30402544210872784,0.0,1.0,80
question_types,Opinion,bge,questions,nDCG@5,0.196398562905,0.0,0.32921284979664933,0.0,1.0,80
question_types,Opinion,bge,questions,nDCG@10,0.225672189485,0.0,0.3280970075699881,0.0,1.0,80
question_types,Summarization,elser,lastturn,R@1,0.14661458333177083,0.0,0.22665934608698926,0.0,1.0,192
question_types,Summarization,elser,lastturn,R@3,0.3253968253958333,0.3333333333,0.33141479915145644,0.0,1.0,192
question_types,Summarization,elser,lastturn,R@5,0.41610863095260414,0.5,0.37312588258571666,0.0,1.0,192
question_types,Summarization,elser,lastturn,R@10,0.5296502976203125,0.5,0.40341856873307896,0.0,1.0,192
question_types,Summarization,elser,lastturn,nDCG@1,0.3645833333333333,0.0,0.4825714642932042,0.0,1.0,192
question_types,Summarization,elser,lastturn,nDCG@3,0.36336035173385417,0.296081911,0.3599155685460584,0.0,1.0,192
question_types,Summarization,elser,lastturn,nDCG@5,0.38846309653333333,0.3868528072,0.352873146057184,0.0,1.0,192
question_types,Summarization,elser,lastturn,nDCG@10,0.43747184681875,0.4306765581,0.3585128447290897,0.0,1.0,192
question_types,Summarization,elser,rewrite,R@1,0.175434027775,0.0,0.23694496637311874,0.0,1.0,192
question_types,Summarization,elser,rewrite,R@3,0.34853670634791667,0.3333333333,0.3453831175736669,0.0,1.0,192
question_types,Summarization,elser,rewrite,R@5,0.45478670634895835,0.5,0.3702651191785456,0.0,1.0,192
question_types,Summarization,elser,rewrite,R@10,0.5872643849223959,0.6666666667,0.38816668455612025,0.0,1.0,192
question_types,Summarization,elser,rewrite,nDCG@1,0.4375,0.0,0.49737530995504753,0.0,1.0,192
question_types,Summarization,elser,rewrite,nDCG@3,0.3976701075489583,0.3868528072,0.3729649709886229,0.0,1.0,192
question_types,Summarization,elser,rewrite,nDCG@5,0.42856057270364584,0.4306765581,0.3505235176470586,0.0,1.0,192
question_types,Summarization,elser,rewrite,nDCG@10,0.4870375437140625,0.48373399175,0.3501538485455999,0.0,1.0,192
question_types,Summarization,elser,questions,R@1,0.1022569444421875,0.0,0.20160957597644258,0.0,1.0,192
question_types,Summarization,elser,questions,R@3,0.19149305555416665,0.0,0.3114733961479881,0.0,1.0,192
question_types,Summarization,elser,questions,R@5,0.2585069444442708,0.0,0.3672650582197199,0.0,1.0,192
question_types,Summarization,elser,questions,R@10,0.32491319444531247,0.0,0.39824731411515774,0.0,1.0,192
question_types,Summarization,elser,questions,nDCG@1,0.25,0.0,0.434144763175453,0.0,1.0,192
question_types,Summarization,elser,questions,nDCG@3,0.21531920815833333,0.0,0.33639051448933405,0.0,1.0,192
question_types,Summarization,elser,questions,nDCG@5,0.240289245165625,0.0,0.34472664387575985,0.0,1.0,192
question_types,Summarization,elser,questions,nDCG@10,0.26953115513385417,0.0,0.3515721941540574,0.0,1.0,192
question_types,Summarization,bm25,lastturn,R@1,0.07517361110989583,0.0,0.19115847784114207,0.0,1.0,192
question_types,Summarization,bm25,lastturn,R@3,0.14149305555364583,0.0,0.26542572070989867,0.0,1.0,192
question_types,Summarization,bm25,lastturn,R@5,0.18697916666614584,0.0,0.30065570309513173,0.0,1.0,192
question_types,Summarization,bm25,lastturn,R@10,0.30581597222135415,0.0,0.38072299601912696,0.0,1.0,192
question_types,Summarization,bm25,lastturn,nDCG@1,0.17708333333333334,0.0,0.38273722525397685,0.0,1.0,192
question_types,Summarization,bm25,lastturn,nDCG@3,0.1623392981953125,0.0,0.29081660619164695,0.0,1.0,192
question_types,Summarization,bm25,lastturn,nDCG@5,0.17595004289947916,0.0,0.29172370782694923,0.0,1.0,192
question_types,Summarization,bm25,lastturn,nDCG@10,0.22394988128124999,0.0,0.30774157774885535,0.0,1.0,192
question_types,Summarization,bm25,rewrite,R@1,0.09184027777552083,0.0,0.19851096056076897,0.0,1.0,192
question_types,Summarization,bm25,rewrite,R@3,0.1658854166640625,0.0,0.2723664904606014,0.0,1.0,192
question_types,Summarization,bm25,rewrite,R@5,0.21571180555364583,0.0,0.3035766284330335,0.0,1.0,192
question_types,Summarization,bm25,rewrite,R@10,0.3341145833307292,0.25,0.38154522276932784,0.0,1.0,192
question_types,Summarization,bm25,rewrite,nDCG@1,0.22916666666666666,0.0,0.4213955042826969,0.0,1.0,192
question_types,Summarization,bm25,rewrite,nDCG@3,0.19236388930677084,0.0,0.3020544294067836,0.0,1.0,192
question_types,Summarization,bm25,rewrite,nDCG@5,0.20839156581093748,0.0,0.299752236472679,0.0,1.0,192
question_types,Summarization,bm25,rewrite,nDCG@10,0.25709112855,0.12033364960000001,0.31367347479654417,0.0,1.0,192
question_types,Summarization,bm25,questions,R@1,0.06154513888802083,0.0,0.15417813877008663,0.0,1.0,192
question_types,Summarization,bm25,questions,R@3,0.126128472221875,0.0,0.2667297040234657,0.0,1.0,192
question_types,Summarization,bm25,questions,R@5,0.16796875,0.0,0.29917918572939806,0.0,1.0,192
