enrichment_type,subtype,domain,strategy,count,percentage,mean_score,median_score,std_dev,min_score,max_score
question_types,Summarization,clapnq,rewrite,59,21.07,21.57117863559322,21.614552,4.42514223313157,10.805597,35.413162
question_types,Summarization,clapnq,questions,59,21.07,22.482585576271187,22.63657,4.613523662797051,15.012183,33.378796
question_types,Summarization,cloud,lastturn,37,15.88,16.786656945945946,17.280851,5.692927226829283,5.9655437,27.383596
question_types,Summarization,cloud,rewrite,37,15.88,21.32285208108108,22.011555,6.015834562203838,9.318088,30.851904
question_types,Summarization,cloud,questions,37,15.88,23.000234135135134,22.345606,4.885061976835988,12.711041,39.63394
question_types,Summarization,fiqa,lastturn,43,17.27,19.339966360465116,19.781256,3.6262287570119516,11.614173,26.73296
question_types,Summarization,fiqa,rewrite,43,17.27,21.107481627906978,21.692505,3.6242324559928023,11.614173,26.327143
question_types,Summarization,fiqa,questions,43,17.27,21.79034196511628,22.208334,3.639678195187788,14.487915,27.7487
question_types,Summarization,govt,lastturn,53,21.81,17.041845811320755,16.863827,5.1369123108207635,5.9709115,28.495277
question_types,Summarization,govt,rewrite,53,21.81,19.394422150943395,18.779278,5.253962029365807,8.798764,29.818636
question_types,Summarization,govt,questions,53,21.81,20.509913113207546,20.196424,4.7085797827867815,10.792541,33.130585
question_types,Keyword,clapnq,lastturn,17,6.07,16.349157935294116,16.50807,3.9168401916508437,7.4289064,23.394861
question_types,Keyword,clapnq,rewrite,17,6.07,21.48372423529412,21.938297,4.423651478099167,12.844028,30.782236
question_types,Keyword,clapnq,questions,17,6.07,22.756097411764706,22.651934,5.310816514384288,15.118784,32.802917
question_types,Keyword,cloud,lastturn,25,10.73,17.4887753,17.278824,5.112938126510533,6.172295,27.383596
question_types,Keyword,cloud,rewrite,25,10.73,20.01835972,20.283216,5.874235057662916,6.830464,30.11615
question_types,Keyword,cloud,questions,25,10.73,24.0258476,24.275784,4.277789498877886,13.818919,29.491055
question_types,Keyword,fiqa,lastturn,12,4.82,16.45944325,15.309546000000001,3.6472578130948317,12.438786,22.336119
question_types,Keyword,fiqa,rewrite,12,4.82,20.99964375,21.421156,4.209764733546048,13.6188,27.348364
question_types,Keyword,fiqa,questions,12,4.82,22.370461416666668,22.6057335,2.852781294797363,17.0627,26.22046
question_types,Keyword,govt,lastturn,19,7.82,15.947222757894737,15.711501,4.864624108272306,7.1461368,24.835485
question_types,Keyword,govt,rewrite,19,7.82,19.731682421052632,20.182335,4.444400031632495,12.253161,26.351812
question_types,Keyword,govt,questions,19,7.82,19.514701631578948,19.65708,3.189459867196956,14.128153,24.382593
question_types,Non-Question,clapnq,lastturn,12,4.29,17.572266916666667,18.788015,4.11821723809244,9.743271,23.972666
question_types,Non-Question,clapnq,rewrite,12,4.29,19.551919666666667,20.7614415,5.717845526219618,9.741959,30.782236
question_types,Non-Question,clapnq,questions,12,4.29,21.898919416666665,20.8871925,4.175826490536465,16.135588,30.293083
question_types,Non-Question,cloud,lastturn,14,6.01,18.013182714285715,17.6338535,5.1694030005523315,11.046964,31.760063
question_types,Non-Question,cloud,rewrite,14,6.01,18.97016007142857,19.464308,4.38386724678408,11.08155,29.500626
question_types,Non-Question,cloud,questions,14,6.01,24.384687857142858,24.726599999999998,5.783542406524448,15.607171,33.51014
question_types,Non-Question,fiqa,lastturn,20,8.03,19.6278939,19.9762595,4.213688572352405,12.386556,27.763733
question_types,Non-Question,fiqa,rewrite,20,8.03,22.4942489,22.9236015,3.5129297772329413,16.068937,27.763733
question_types,Non-Question,fiqa,questions,20,8.03,22.692864,22.010548999999997,3.142730912171116,17.273602,27.92779
question_types,Non-Question,govt,lastturn,23,9.47,15.636538230434782,14.808221,6.469391334710006,5.5316253,34.575405
question_types,Non-Question,govt,rewrite,23,9.47,20.03932056521739,20.508013,5.2923573042278775,11.255447,32.775345
question_types,Non-Question,govt,questions,23,9.47,22.66089247826087,23.054068,5.080853457857565,14.87503,33.414787
question_types,Comparative,clapnq,lastturn,7,2.5,15.087316571428572,16.563242,2.6356479253538305,11.664249,18.327044
question_types,Comparative,clapnq,rewrite,7,2.5,20.97800857142857,20.494736,5.244675395329243,15.197214,31.554405
question_types,Comparative,clapnq,questions,7,2.5,19.97326185714286,18.7376,3.7935792418309227,16.659796,27.928345
question_types,Comparative,cloud,lastturn,13,5.58,17.177012346153845,16.870113,1.9678649776845016,14.876013,22.185143
question_types,Comparative,cloud,rewrite,13,5.58,19.243444307692307,18.198503,3.8170862164380788,15.693245,28.920818
question_types,Comparative,cloud,questions,13,5.58,20.849288076923077,18.23969,6.184089849778765,15.693245,38.05144
question_types,Comparative,fiqa,lastturn,22,8.84,22.894505136363637,24.394013,5.787400239681801,11.906132,34.159817
question_types,Comparative,fiqa,rewrite,22,8.84,24.70911918181818,24.929599,3.6101609694940677,18.779314,30.986572
question_types,Comparative,fiqa,questions,22,8.84,23.0926695,21.817341,3.7576285860110756,18.662891,30.986572
question_types,Comparative,govt,lastturn,2,0.82,20.438238,20.438238,1.9051266878525424,19.09111,21.785366
question_types,Comparative,govt,rewrite,2,0.82,22.618290000000002,22.618290000000002,1.1779324172260481,21.785366,23.451214
question_types,Comparative,govt,questions,2,0.82,19.068226000000003,19.068226000000003,0.13676293676285153,18.97152,19.164932
question_types,Factoid,clapnq,lastturn,101,36.07,20.1231924990099,20.113861,5.0221691909887385,7.4289064,33.212383
question_types,Factoid,clapnq,rewrite,101,36.07,22.435984376237624,22.567596,4.319545194785943,9.741959,32.247032
question_types,Factoid,clapnq,questions,101,36.07,22.6176680990099,21.979359,4.411100048055862,14.688102,33.722088
question_types,Factoid,cloud,lastturn,43,18.45,18.055432244186047,16.785494,4.6865834836538305,8.773217,28.449621
question_types,Factoid,cloud,rewrite,43,18.45,20.56268772093023,20.798252,4.765336017230836,9.318088,29.060701
question_types,Factoid,cloud,questions,43,18.45,22.208507441860466,21.459642,4.995523579899005,11.557224,37.61918
question_types,Factoid,fiqa,lastturn,41,16.47,20.204117463414633,20.408669,5.031972140590352,8.970489,34.594685
question_types,Factoid,fiqa,rewrite,41,16.47,22.940611024390243,22.892057,3.6738516197777193,12.941156,34.294754
question_types,Factoid,fiqa,questions,41,16.47,21.840895902439023,22.227911,3.785801133463674,15.020349,29.554121
question_types,Factoid,govt,lastturn,70,28.81,17.3525204,17.981625,4.865987573316642,5.9709115,30.265503
question_types,Factoid,govt,rewrite,70,28.81,19.41984162857143,19.203405,4.663402883255479,8.691966,31.62891
question_types,Factoid,govt,questions,70,28.81,21.42231042142857,20.8812435,4.337311963599662,11.724027,32.007713
question_types,Composite,clapnq,lastturn,19,6.79,20.58662852631579,21.489233,3.9873939853528864,12.456481,27.56135
question_types,Composite,clapnq,rewrite,19,6.79,22.916921842105264,22.52094,3.9972314960981885,16.187634,29.400803
question_types,Composite,clapnq,questions,19,6.79,21.962877,21.394213,3.692116371834588,14.688102,31.68175
question_types,Composite,cloud,lastturn,12,5.15,18.797884083333333,18.4836375,4.147734697015676,12.083684,26.32849
question_types,Composite,cloud,rewrite,12,5.15,20.738317583333334,21.082889,2.9083948210635002,16.716822,26.32849
question_types,Composite,cloud,questions,12,5.15,22.00613475,22.154314,3.8233528468770857,17.278366,28.51813
question_types,Composite,fiqa,lastturn,6,2.41,20.128337000000002,21.092668000000003,2.0293189250231713,17.081057,21.734941
question_types,Composite,fiqa,rewrite,6,2.41,21.510731500000002,21.3985455,2.882044953150922,16.570263,24.63502
question_types,Composite,fiqa,questions,6,2.41,21.732341666666667,21.239368499999998,2.940203871881721,18.5365,27.164032
question_types,Composite,govt,lastturn,12,4.94,19.076320916666667,19.3081195,3.781095139216282,12.63928,26.085348
question_types,Composite,govt,rewrite,12,4.94,20.291852833333333,19.693344,3.197455464636183,15.660088,25.309898
question_types,Composite,govt,questions,12,4.94,20.54901870833333,19.712164,4.923903828391907,14.9740715,32.597763
question_types,Troubleshooting,cloud,lastturn,13,5.58,19.408601615384615,17.713896,5.320691083503886,11.425273,31.760063
question_types,Troubleshooting,cloud,rewrite,13,5.58,20.226165153846154,18.431595,4.757291772076487,14.559974,29.500626
question_types,Troubleshooting,cloud,questions,13,5.58,26.50530653846154,28.487051,5.7939522275659785,15.059842,33.34116
question_types,Troubleshooting,govt,lastturn,2,0.82,21.745324500000002,21.745324500000002,1.8606532068498163,20.429644,23.061005
question_types,Troubleshooting,govt,rewrite,2,0.82,22.8890715,22.8890715,0.2431506875262767,22.717138,23.061005
question_types,Troubleshooting,govt,questions,2,0.82,24.148966,24.148966,1.5386092015329949,23.061005,25.236927
